,a1,a2,a3,agency,h2,h3,h4,h5,suburb,t1,t2,t3,t4,u1,u2,u3,u4
1287,,,,Love & Co,,,,,Cranbourne,,,,,,,,
1288,,,,Ray White Oakleigh,,,,,Cranbourne,,,,,,,,
1289,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Cranbourne,,,,,,,,
1290,,,,Landmark Harcourts,,,,,Cranbourne,,,,,,,,
1291,,,,Ray White ,,,,,Cranbourne,,,,,,,,
1292,,,,Professionals Methven Group,,,,,Cranbourne,,,,,,,,
1293,,,,Kay & Burton,,,,,Cranbourne,,,,,,,,
1294,,,,Jas Stephens Real Estate,,,,,Cranbourne,,,,,,,,
1295,,,,First National Real Estate Neilson Partners,,,,,Cranbourne,,,,,,,,
1296,,,,Clark NextRE,,,,,Cranbourne,,,,,,,,
1297,,,,Professionals,,,,,Cranbourne,,,,,,,,
1298,,,,Ballarat Real Estate,,,,,Cranbourne,,,,,,,,
1299,,,,Elders Real Estate,,,,,Cranbourne,,,,,,,,
1300,290000.0,622500.0,,Ray White,620000.0,,,,South Yarra,,,,,,,1490000.0,
1301,337500.0,,,Barry Plant,,,,,South Yarra,,,,,,,,
1302,,,,None,,,,,South Yarra,,,,,,,,
1303,441268.2926829268,714244.1860465116,830000.0,hockingstuart,1146666.6666666667,1668333.3333333333,,,South Yarra,,,1015000.0,,299000.0,,,
1304,,,,Stockdale & Leggo,,,,,South Yarra,,,,,,,,
1305,,830000.0,,Nelson Alexander,,2550000.0,,,South Yarra,,,,,,,,
1306,,,,Harcourts,,,,,South Yarra,,,,,,,,
1307,440000.0,,835000.0,Buxton,,,,,South Yarra,,,,,,,,
1308,,,,LJ Hooker,,,,,South Yarra,,,,,,,,
1309,,535000.0,,Jellis Craig,,,,,South Yarra,,,,,,,,
1310,462291.6666666667,688000.0,,Biggin & Scott,,,,,South Yarra,,,,,,,,
1311,,,,OBrien Real Estate,,,,,South Yarra,,,,,,,,
1312,,,,Fletchers,,,,,South Yarra,,,,,,,,
1313,1000.0,,,Eview Group,,,,,South Yarra,,,,,,,,
1314,,,,Raine & Horne,,,,,South Yarra,,,,,,,,
1315,,500000.0,,Woodards,,,,,South Yarra,,,,,,,,
1316,325000.0,525000.0,,McGrath,,,,,South Yarra,,,,,,,,
1317,,,,Marshall White,,,,,South Yarra,,,,,,,,
1318,,,,Hodges,,,,,South Yarra,,,,,,,,
1319,500000.0,,1550000.0,Jellis Craig & Company Pty Ltd,,,,,South Yarra,,,,,,,,
1320,,,,Noel Jones,,,,,South Yarra,,,,,,,,
1321,,,,RT Edgar,,,,,South Yarra,,,,,,,,
1322,,,,Philip Webb,,,,,South Yarra,,,,,,,,
1323,,,,Bell Real Estate,,,,,South Yarra,,,,,,,,
1324,,,,hockingstuart ,,,,,South Yarra,,,,,,,,
1325,,,,Sweeney Estate Agents,,,,,South Yarra,,,,,,,,
1326,,,,Brad Teal Real Estate,,,,,South Yarra,,,,,,,,
1327,,,,Grant's Estate Agents,,,,,South Yarra,,,,,,,,
1328,,,,Barry Plant ,,,,,South Yarra,,,,,,,,
1329,,,,Hayeswinckle,,,,,South Yarra,,,,,,,,
1330,,,,Harcourts Rata & Co,,,,,South Yarra,,,,,,,,
1331,,,,Alex Scott & Staff,,,,,South Yarra,,,,,,,,
1332,391214.28571428574,666277.7777777778,1250000.0,Jellis Craig ,1390000.0,1760000.0,2210000.0,,South Yarra,,,1453000.0,,,,,
1333,,,,PRDnationwide,,,,,South Yarra,,,,,,,,
1334,,,,PRD Nationwide,,,,,South Yarra,,,,,,,,
1335,,,,Miles Real Estate,,,,,South Yarra,,,,,,,,
1336,,,,Gary Peer & Associates,,,,,South Yarra,,,,,,,,
1337,,,,Love & Co,,,,,South Yarra,,,,,,,,
1338,,,,Ray White Oakleigh,,,,,South Yarra,,,,,,,,
1339,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,South Yarra,,,,,,,,
1340,,,,Landmark Harcourts,,,,,South Yarra,,,,,,,,
1341,,500000.0,,Ray White ,,,,,South Yarra,,,,,,,,
1342,,,,Professionals Methven Group,,,,,South Yarra,,,,,,,,
1343,322500.0,781166.6666666666,,Kay & Burton,,2450000.0,1300000.0,,South Yarra,,902500.0,,,,,,
1344,,,,Jas Stephens Real Estate,,,,,South Yarra,,,,,,,,
1345,,,,First National Real Estate Neilson Partners,,,,,South Yarra,,,,,,,,
1346,,,,Clark NextRE,,,,,South Yarra,,,,,,,,
1347,,,,Professionals,,,,,South Yarra,,,,,,,,
1348,,,,Ballarat Real Estate,,,,,South Yarra,,,,,,,,
1349,,,,Elders Real Estate,,,,,South Yarra,,,,,,,,
1350,218000.0,,,Ray White,316300.0,602500.0,597916.6666666666,,Highton,,410000.0,,,,413333.3333333333,435000.0,
1351,,,,Barry Plant,,618425.0,693350.0,732750.0,Highton,,,524000.0,,,477833.3333333333,,
1352,,,,None,,,,,Highton,,,,,,,,
1353,,,,hockingstuart,,,,,Highton,,,,,,,,
1354,,,,Stockdale & Leggo,,,,,Highton,,,,,,,,
1355,,,,Nelson Alexander,,,,,Highton,,,,,,,,
1356,,,,Harcourts,,,,,Highton,,,,,,,,
1357,,,,Buxton,,608875.0,729394.4444444445,1056000.0,Highton,,570000.0,485000.0,,,355937.5,470000.0,
1358,,,,LJ Hooker,,,,,Highton,,,,,,,,
1359,,,,Jellis Craig,,,,,Highton,,,,,,,,
1360,,,,Biggin & Scott,,,,,Highton,,,,,,,,
1361,,,,OBrien Real Estate,,,,,Highton,,,,,,,,
1362,,,,Fletchers,,,,,Highton,,,,,,,,
1363,,,,Eview Group,,,,,Highton,,,,,,,,
1364,,,,Raine & Horne,,,,,Highton,,,,,,,,
1365,,,,Woodards,,,,,Highton,,,,,,,,
1366,,,,McGrath,,635333.3333333334,823714.2857142857,1144000.0,Highton,,,,,,,,
1367,,,,Marshall White,,,,,Highton,,,,,,,,
1368,,,,Hodges,436250.0,578750.0,745833.3333333334,,Highton,,,,,,,,
1369,,,,Jellis Craig & Company Pty Ltd,,,,,Highton,,,,,,,,
1370,,,,Noel Jones,,,,,Highton,,,,,,,,
1371,,,,RT Edgar,,,,878000.0,Highton,,,,,,,,
1372,,,,Philip Webb,,,,,Highton,,,,,,,,
1373,,,,Bell Real Estate,,,,,Highton,,,,,,,,
1374,,,,hockingstuart ,,,,,Highton,,,,,,,,
1375,,,,Sweeney Estate Agents,,,,,Highton,,,,,,,,
1376,,,,Brad Teal Real Estate,,,,,Highton,,,,,,,,
1377,,,,Grant's Estate Agents,,,,,Highton,,,,,,,,
1378,,,,Barry Plant ,,,,,Highton,,,,,,,,
1379,,,,Hayeswinckle,390000.0,568000.0,785500.0,835000.0,Highton,,,,,,374000.0,,
1380,,,,Harcourts Rata & Co,,,,,Highton,,,,,,,,
1381,,,,Alex Scott & Staff,,,,,Highton,,,,,,,,
1382,,,,Jellis Craig ,,,,,Highton,,,,,,,,
1383,,,,PRDnationwide,,,,,Highton,,,,,,,,
1384,,,,PRD Nationwide,,,,,Highton,,,,,,,,
1385,,,,Miles Real Estate,,,,,Highton,,,,,,,,
1386,,,,Gary Peer & Associates,,,,,Highton,,,,,,,,
1387,,,,Love & Co,,,,,Highton,,,,,,,,
1388,,,,Ray White Oakleigh,,,,,Highton,,,,,,,,
1389,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Highton,,,,,,,,
1390,,,,Landmark Harcourts,,,,,Highton,,,,,,,,
1391,,,,Ray White ,,,,,Highton,,,,,,,,
1392,,,,Professionals Methven Group,,,,,Highton,,,,,,,,
1393,,,,Kay & Burton,,,,,Highton,,,,,,,,
1394,,,,Jas Stephens Real Estate,,,,,Highton,,,,,,,,
1395,,,,First National Real Estate Neilson Partners,,,,,Highton,,,,,,,,
1396,,,,Clark NextRE,,,,,Highton,,,,,,,,
1397,,,,Professionals,,,,,Highton,,,,,,,,
1398,,,,Ballarat Real Estate,,,,,Highton,,,,,,,,
1399,,,,Elders Real Estate,,,,,Highton,,,,,,,,
1400,,,,Ray White,575600.0,677791.6666666666,917000.0,1750000.0,Rye,,,,,,397000.0,,
1401,,,,Barry Plant,,488000.0,,695000.0,Rye,,,,,,,,
1402,,,,None,,,,,Rye,,,,,,,,
1403,,,,hockingstuart,,659461.5384615385,815857.1428571428,1043750.0,Rye,,,,,,,,
1404,,,,Stockdale & Leggo,555000.0,587500.0,740000.0,,Rye,,,,,,,507000.0,
1405,,,,Nelson Alexander,,,,,Rye,,,,,,,,
1406,,,,Harcourts,,,,,Rye,,,,,,,,
1407,,,,Buxton,,,,,Rye,,,,,,,,
1408,,,,LJ Hooker,,,,,Rye,,,,,,,,
1409,,,,Jellis Craig,,,,,Rye,,,,,,,,
1410,,,,Biggin & Scott,,,,,Rye,,,,,,,,
1411,,,,OBrien Real Estate,465000.0,618333.3333333334,866333.3333333334,820000.0,Rye,,,,,,420000.0,,
1412,,,,Fletchers,,906000.0,960250.0,1327500.0,Rye,,,,,,,,
1413,,,,Eview Group,,656388.8888888889,915000.0,,Rye,,,935000.0,,,,,
1414,,,,Raine & Horne,,,900000.0,,Rye,,,,,,,,
1415,,,,Woodards,,,,,Rye,,,,,,,,
1416,,,,McGrath,,,,,Rye,,,,,,,,
1417,,,,Marshall White,,,,,Rye,,,,,,,,
1418,,,,Hodges,,,,,Rye,,,,,,,,
1419,,,,Jellis Craig & Company Pty Ltd,,,,,Rye,,,,,,,,
1420,,,,Noel Jones,,,,,Rye,,,,,,,,
1421,,,,RT Edgar,,592000.0,1015000.0,,Rye,,,,,,450000.0,820000.0,
1422,,,,Philip Webb,,,,,Rye,,,,,,,,
1423,,,,Bell Real Estate,,,645000.0,,Rye,,,,,,,,
1424,,,,hockingstuart ,,,,,Rye,,,,,,,,
1425,,,,Sweeney Estate Agents,,,,,Rye,,,,,,,,
1426,,,,Brad Teal Real Estate,,,,,Rye,,,,,,,,
1427,,,,Grant's Estate Agents,,,,,Rye,,,,,,,,
1428,,,,Barry Plant ,,,,,Rye,,,,,,,,
1429,,,,Hayeswinckle,,,,,Rye,,,,,,,,
1430,,,,Harcourts Rata & Co,,,,,Rye,,,,,,,,
1431,,,,Alex Scott & Staff,,,,,Rye,,,,,,,,
1432,,,,Jellis Craig ,,,,,Rye,,,,,,,,
1433,,,,PRDnationwide,,,,,Rye,,,,,,,,
1434,,,,PRD Nationwide,,,,,Rye,,,,,,,,
1435,,,,Miles Real Estate,,,,,Rye,,,,,,,,
1436,,,,Gary Peer & Associates,,,,,Rye,,,,,,,,
1437,,,,Love & Co,,,,,Rye,,,,,,,,
1438,,,,Ray White Oakleigh,,,,,Rye,,,,,,,,
1439,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Rye,,,,,,,,
1440,,,,Landmark Harcourts,,,,,Rye,,,,,,,,
1441,,,,Ray White ,,,,,Rye,,,,,,,,
1442,,,,Professionals Methven Group,,,,,Rye,,,,,,,,
1443,,,,Kay & Burton,,860000.0,,,Rye,,,,,,,,
1444,,,,Jas Stephens Real Estate,,,,,Rye,,,,,,,,
1445,,,,First National Real Estate Neilson Partners,,,,,Rye,,,,,,,,
1446,,,,Clark NextRE,,,,,Rye,,,,,,,,
1447,,,,Professionals,,,,,Rye,,,,,,,,
1448,,,,Ballarat Real Estate,,,,,Rye,,,,,,,,
1449,,,,Elders Real Estate,,,,,Rye,,,,,,,,
1450,,,,Ray White,,981833.3333333334,1318000.0,,Bentleigh East,,,,,,,,
1451,,,,Barry Plant,,,,,Bentleigh East,,,,,,,,
1452,,535000.0,,None,,,,,Bentleigh East,,,,,,,,
1453,,,,hockingstuart,,,,,Bentleigh East,,,,,,,,
1454,,,,Stockdale & Leggo,,,,,Bentleigh East,,,,,,,,
1455,,,,Nelson Alexander,,,,,Bentleigh East,,,,,,,,
1456,,,,Harcourts,,1131375.0,,,Bentleigh East,,,,1030000.0,,662600.0,866000.0,
1457,350000.0,,,Buxton,860000.0,1091752.1739130435,1312285.7142857143,1180000.0,Bentleigh East,,888000.0,932142.8571428572,1469333.3333333333,,684900.0,865000.0,
1458,,,,LJ Hooker,,,,,Bentleigh East,,,,,,,,
1459,355000.0,480000.0,,Jellis Craig,1162333.3333333333,1127368.0,1327714.2857142857,1868500.0,Bentleigh East,,,1070300.0,1268884.6153846155,,615000.0,,
1460,415000.0,515000.0,,Biggin & Scott,,,,,Bentleigh East,,,,,,,,
1461,,,,OBrien Real Estate,,871500.0,,,Bentleigh East,,,,,,,,
1462,,,,Fletchers,,,,,Bentleigh East,,,,,,,,
1463,,,,Eview Group,,,,,Bentleigh East,,,,,,,,
1464,,,,Raine & Horne,,,,,Bentleigh East,,,,,,,,
1465,,,,Woodards,,1077846.1538461538,1246200.0,1200000.0,Bentleigh East,,,1285000.0,1266000.0,,670000.0,881000.0,
1466,,,,McGrath,,,,,Bentleigh East,,,,,,,,
1467,,,,Marshall White,,,,,Bentleigh East,,,,,,,,
1468,,,,Hodges,,1224333.3333333333,1355000.0,,Bentleigh East,,,981000.0,,,930000.0,,
1469,,,,Jellis Craig & Company Pty Ltd,,,,,Bentleigh East,,,,,,,,
1470,,,,Noel Jones,,,,,Bentleigh East,,,,,,,,
1471,,,,RT Edgar,,,,,Bentleigh East,,,,,,,,
1472,,,,Philip Webb,,,,,Bentleigh East,,,,,,,,
1473,,,,Bell Real Estate,,,,,Bentleigh East,,,,,,,,
1474,,,,hockingstuart ,,1092500.0,1325000.0,1295000.0,Bentleigh East,,,,1390000.0,,,,
1475,,,,Sweeney Estate Agents,,,,,Bentleigh East,,,,,,,,
1476,,,,Brad Teal Real Estate,,,,,Bentleigh East,,,,,,,,
1477,,,,Grant's Estate Agents,,,,,Bentleigh East,,,,,,,,
1478,,,,Barry Plant ,,,,,Bentleigh East,,,,,,,,
1479,,,,Hayeswinckle,,,,,Bentleigh East,,,,,,,,
1480,,,,Harcourts Rata & Co,,,,,Bentleigh East,,,,,,,,
1481,,,,Alex Scott & Staff,,,,,Bentleigh East,,,,,,,,
1482,,,,Jellis Craig ,,,,,Bentleigh East,,,,,,,,
1483,,,,PRDnationwide,,,,,Bentleigh East,,,,,,,,
1484,,,,PRD Nationwide,,,,,Bentleigh East,,,,,,,,
1485,,,,Miles Real Estate,,,,,Bentleigh East,,,,,,,,
1486,,,,Gary Peer & Associates,,860000.0,,,Bentleigh East,,,,,,,870500.0,
1487,,,,Love & Co,,,,,Bentleigh East,,,,,,,,
1488,,,,Ray White Oakleigh,,,,1205000.0,Bentleigh East,,,1015000.0,1280000.0,,,,
1489,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Bentleigh East,,,,,,,,
1490,,,,Landmark Harcourts,,,,,Bentleigh East,,,,,,,,
1491,,,,Ray White ,,,,,Bentleigh East,,,,961000.0,,,,
1492,,,,Professionals Methven Group,,,,,Bentleigh East,,,,,,,,
1493,,,,Kay & Burton,,,,,Bentleigh East,,,,,,,,
1494,,,,Jas Stephens Real Estate,,,,,Bentleigh East,,,,,,,,
1495,,,,First National Real Estate Neilson Partners,,,,,Bentleigh East,,,,,,,,
1496,,,,Clark NextRE,,,,,Bentleigh East,,,,,,,,
1497,,,,Professionals,,,,,Bentleigh East,,,,,,,,
1498,,,,Ballarat Real Estate,,,,,Bentleigh East,,,,,,,,
1499,,,,Elders Real Estate,,,,,Bentleigh East,,,,,,,,
1500,,387500.0,,Ray White,,574250.0,682500.0,725000.0,Caroline Springs,,,,,,,,
1501,,346000.0,,Barry Plant,,603200.0,750000.0,,Caroline Springs,,,,,,,,
1502,,392000.0,,None,,640400.0,533000.0,,Caroline Springs,,,512750.0,,,,,
1503,,,,hockingstuart,,557000.0,,,Caroline Springs,,,477000.0,,,,,
1504,,,,Stockdale & Leggo,,,535000.0,,Caroline Springs,,,,,,,,
1505,,,,Nelson Alexander,,641500.0,,,Caroline Springs,,,500000.0,,,,,
1506,,,,Harcourts,,590752.0,642500.0,,Caroline Springs,,,,,,,,
1507,,,,Buxton,,,,,Caroline Springs,,,,,,,,
1508,,,,LJ Hooker,,,,,Caroline Springs,,,,,,,,
1509,,,,Jellis Craig,,,,,Caroline Springs,,,,,,,,
1510,,,,Biggin & Scott,,593000.0,,,Caroline Springs,,,,,,395000.0,,
1511,,,,OBrien Real Estate,,587129.3333333334,,,Caroline Springs,,,,615000.0,,,,
1512,,,,Fletchers,,,,,Caroline Springs,,,,,,,,
1513,,,,Eview Group,,,,,Caroline Springs,,,,,,,,
1514,,,,Raine & Horne,485000.0,570000.0,896625.0,606000.0,Caroline Springs,,374000.0,,,,,,
1515,,,,Woodards,,,,,Caroline Springs,,,,,,,,
1516,,,,McGrath,,,,,Caroline Springs,,,,,,,,
1517,,,,Marshall White,,,,,Caroline Springs,,,,,,,,
1518,,,,Hodges,,,,,Caroline Springs,,,,,,,,
1519,,,,Jellis Craig & Company Pty Ltd,,,,,Caroline Springs,,,,,,,,
1520,,,,Noel Jones,,,,,Caroline Springs,,,,,,,,
1521,,,,RT Edgar,,,,,Caroline Springs,,,,,,,,
1522,,,,Philip Webb,,,,,Caroline Springs,,,,,,,,
1523,,,,Bell Real Estate,,,,,Caroline Springs,,,,,,,,
1524,,,,hockingstuart ,,,,,Caroline Springs,,,,,,,,
1525,,,,Sweeney Estate Agents,,,,,Caroline Springs,,,,,,,,
1526,,,,Brad Teal Real Estate,,,,,Caroline Springs,,,,,,,,
1527,,,,Grant's Estate Agents,,,,,Caroline Springs,,,,,,,,
1528,,,,Barry Plant ,,,,,Caroline Springs,,,,,,,,
1529,,,,Hayeswinckle,,,,,Caroline Springs,,,,,,,,
1530,,,,Harcourts Rata & Co,,,,,Caroline Springs,,,,,,,,
1531,,,,Alex Scott & Staff,,,,,Caroline Springs,,,,,,,,
1532,,,,Jellis Craig ,,,,,Caroline Springs,,,,,,,,
1533,,,,PRDnationwide,,,,,Caroline Springs,,,,,,,,
1534,,,,PRD Nationwide,,,,,Caroline Springs,,,,,,,,
1535,,,,Miles Real Estate,,,,,Caroline Springs,,,,,,,,
1536,,,,Gary Peer & Associates,,,,,Caroline Springs,,,,,,,,
1537,,,,Love & Co,,,,,Caroline Springs,,,,,,,,
1538,,,,Ray White Oakleigh,,,,,Caroline Springs,,,,,,,,
1539,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Caroline Springs,,,,,,,,
1540,,,,Landmark Harcourts,,,,,Caroline Springs,,,,,,,,
1541,,,,Ray White ,,,,,Caroline Springs,,,,,,,,
1542,,,,Professionals Methven Group,,,,,Caroline Springs,,,,,,,,
1543,,,,Kay & Burton,,,,,Caroline Springs,,,,,,,,
1544,,,,Jas Stephens Real Estate,,,,,Caroline Springs,,,,,,,,
1545,,,,First National Real Estate Neilson Partners,,,,,Caroline Springs,,,,,,,,
1546,,,,Clark NextRE,,,,,Caroline Springs,,,,,,,,
1547,,,,Professionals,482750.0,546800.0,805000.0,1153750.0,Caroline Springs,,,,,,,,
1548,,,,Ballarat Real Estate,,,,,Caroline Springs,,,,,,,,
1549,,,,Elders Real Estate,,,,,Caroline Springs,,,,,,,,
1550,,,,Ray White,522000.0,740000.0,905000.0,,Mount Martha,,,671000.0,,,,,
1551,,,,Barry Plant,,,,,Mount Martha,,515000.0,687500.0,,,,,
1552,,,,None,,,,,Mount Martha,,,,,,,,
1553,,,,hockingstuart,,647500.0,,,Mount Martha,,,,,,,,
1554,,,,Stockdale & Leggo,,,,,Mount Martha,,,,,,,,
1555,,,,Nelson Alexander,,,,,Mount Martha,,,,,,,,
1556,,,,Harcourts,,,,,Mount Martha,,,,,,,,
1557,,,,Buxton,,,,,Mount Martha,,,,,,,,
1558,,,,LJ Hooker,,,,,Mount Martha,,,,,,,,
1559,,,,Jellis Craig,,,,,Mount Martha,,,,,,,,
1560,,,,Biggin & Scott,,,,,Mount Martha,,,,,,,,
1561,,,,OBrien Real Estate,,,875000.0,,Mount Martha,,,,,,540000.0,,
1562,,,,Fletchers,,,,,Mount Martha,,,,,,,,
1563,,,,Eview Group,,888147.0588235294,1000285.7142857143,1226333.3333333333,Mount Martha,,,881250.0,,,510000.0,646500.0,
1564,,,,Raine & Horne,,,905000.0,,Mount Martha,,,,,,,,
1565,,,,Woodards,,,,,Mount Martha,,,,,,,,
1566,,,,McGrath,,,,,Mount Martha,,,,,,,,
1567,,,,Marshall White,,,,,Mount Martha,,,,,,,,
1568,,,,Hodges,,,,,Mount Martha,,,,,,,,
1569,,,,Jellis Craig & Company Pty Ltd,,,,,Mount Martha,,,,,,,,
1570,,,,Noel Jones,,,,,Mount Martha,,,,,,,,
1571,,,,RT Edgar,,1342500.0,,,Mount Martha,,,,,,,,
1572,,,,Philip Webb,,,,,Mount Martha,,,,,,,,
1573,,,,Bell Real Estate,,,,,Mount Martha,,,,,,,,
1574,,,,hockingstuart ,,,,,Mount Martha,,,,,,,,
1575,,,,Sweeney Estate Agents,,,,,Mount Martha,,,,,,,,
1576,,,,Brad Teal Real Estate,,,,,Mount Martha,,,,,,,,
1577,,,,Grant's Estate Agents,,,,,Mount Martha,,,,,,,,
1578,,,,Barry Plant ,,,,,Mount Martha,,,,,,,,
1579,,,,Hayeswinckle,,,,,Mount Martha,,,,,,,,
1580,,,,Harcourts Rata & Co,,,,,Mount Martha,,,,,,,,
1581,,,,Alex Scott & Staff,,,,,Mount Martha,,,,,,,,
1582,,,,Jellis Craig ,,,,,Mount Martha,,,,,,,,
1583,,,,PRDnationwide,,,,,Mount Martha,,,,,,,,
1584,,,,PRD Nationwide,,,,,Mount Martha,,,,,,,,
1585,,,,Miles Real Estate,,,,,Mount Martha,,,,,,,,
1586,,,,Gary Peer & Associates,,,,,Mount Martha,,,,,,,,
1587,,,,Love & Co,,,,,Mount Martha,,,,,,,,
1588,,,,Ray White Oakleigh,,,,,Mount Martha,,,,,,,,
1589,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Mount Martha,,,,,,,,
1590,,,,Landmark Harcourts,,,,,Mount Martha,,,,,,,,
1591,,,,Ray White ,,,,,Mount Martha,,,,,,,,
1592,,,,Professionals Methven Group,,,,,Mount Martha,,,,,,,,
1593,,,,Kay & Burton,,,,,Mount Martha,,,,,,,,
1594,,,,Jas Stephens Real Estate,,,,,Mount Martha,,,,,,,,
1595,,,,First National Real Estate Neilson Partners,,,,,Mount Martha,,,,,,,,
1596,,,,Clark NextRE,,,,,Mount Martha,,,,,,,,
1597,,,,Professionals,,,,,Mount Martha,,,,,,,,
1598,,,,Ballarat Real Estate,,,,,Mount Martha,,,,,,,,
1599,,,,Elders Real Estate,,,,,Mount Martha,,,,,,,,
1600,,,,Ray White,,548333.3333333334,533333.3333333334,,Hampton Park,,,,,,,,
1601,,,,Barry Plant,,450000.0,,,Hampton Park,,,,,,,,
1602,,,,None,,,,,Hampton Park,,,,,,,,
1603,,,,hockingstuart,,,,,Hampton Park,,,,,,,,
1604,,,,Stockdale & Leggo,,465000.0,616000.0,620000.0,Hampton Park,,,,,,460000.0,,
1605,,,,Nelson Alexander,,,,,Hampton Park,,,,,,,,
1606,,,,Harcourts,,510400.0,,,Hampton Park,,,,,,425000.0,410000.0,
1607,,,,Buxton,,,,,Hampton Park,,,,,,,,
1608,,,,LJ Hooker,418500.0,525128.5714285715,589388.8888888889,590000.0,Hampton Park,,,,,,399583.3333333333,427500.0,
1609,,,,Jellis Craig,,,,,Hampton Park,,,,,,,,
1610,,,,Biggin & Scott,,,440000.0,,Hampton Park,,,513333.3333333333,,,,,
1611,,,,OBrien Real Estate,,554285.7142857143,580000.0,640000.0,Hampton Park,,,,,,,,
1612,,,,Fletchers,,,,,Hampton Park,,,,,,,,
1613,,,,Eview Group,,560000.0,,,Hampton Park,,,,,,,,
1614,,,,Raine & Horne,,600000.0,,,Hampton Park,,,,,,,,
1615,,,,Woodards,,,,,Hampton Park,,,,,,,,
1616,,,,McGrath,,,,,Hampton Park,,,,,,,,
1617,,,,Marshall White,,,,,Hampton Park,,,,,,,,
1618,,,,Hodges,,,615000.0,,Hampton Park,,,,,,,,
1619,,,,Jellis Craig & Company Pty Ltd,,,,,Hampton Park,,,,,,,,
1620,,,,Noel Jones,,,,,Hampton Park,,,,,,,,
1621,,,,RT Edgar,,,,,Hampton Park,,,,,,,,
1622,,,,Philip Webb,,,,,Hampton Park,,,,,,,,
1623,,,,Bell Real Estate,,,,,Hampton Park,,,,,,,,
1624,,,,hockingstuart ,,,,,Hampton Park,,,,,,,,
1625,,,,Sweeney Estate Agents,,,,,Hampton Park,,,,,,,,
1626,,,,Brad Teal Real Estate,,,,,Hampton Park,,,,,,,,
1627,,,,Grant's Estate Agents,,515000.0,,,Hampton Park,,,,,,,,
1628,,,,Barry Plant ,,,,,Hampton Park,,,,,,,,
1629,,,,Hayeswinckle,,,,,Hampton Park,,,,,,,,
1630,,,,Harcourts Rata & Co,,,,,Hampton Park,,,,,,,,
1631,,,,Alex Scott & Staff,,,,,Hampton Park,,,,,,,,
1632,,,,Jellis Craig ,,,,,Hampton Park,,,,,,,,
1633,,,,PRDnationwide,,,,,Hampton Park,,,,,,,,
1634,,,,PRD Nationwide,,,,,Hampton Park,,,,,,,,
1635,,,,Miles Real Estate,,,,,Hampton Park,,,,,,,,
1636,,,,Gary Peer & Associates,,,,,Hampton Park,,,,,,,,
1637,,,,Love & Co,,,,,Hampton Park,,,,,,,,
1638,,,,Ray White Oakleigh,,,,,Hampton Park,,,,,,,,
1639,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Hampton Park,,,,,,,,
1640,,,,Landmark Harcourts,,,,,Hampton Park,,,,,,,,
1641,,,,Ray White ,,,,,Hampton Park,,,,,,,,
1642,,,,Professionals Methven Group,,,,,Hampton Park,,,,,,,,
1643,,,,Kay & Burton,,,,,Hampton Park,,,,,,,,
1644,,,,Jas Stephens Real Estate,,,,,Hampton Park,,,,,,,,
1645,,,,First National Real Estate Neilson Partners,,530000.0,,,Hampton Park,,,,,,,,
1646,,,,Clark NextRE,,,,,Hampton Park,,,,,,,,
1647,,,,Professionals,,,,,Hampton Park,,,,,,,,
1648,,,,Ballarat Real Estate,,,,,Hampton Park,,,,,,,,
1649,,,,Elders Real Estate,,,,,Hampton Park,,,,,,,,
1650,,318050.0,,Ray White,647333.3333333334,631100.0,625000.0,,Glenroy,,488575.0,642500.0,,291000.0,438337.5,522150.0,
1651,,425000.0,,Barry Plant,752500.0,703333.3333333334,783333.3333333334,,Glenroy,,496000.0,613800.0,,250000.0,431375.0,587500.0,
1652,,,,None,,631000.0,,,Glenroy,,,645000.0,,,,,
1653,,,,hockingstuart,,,807000.0,,Glenroy,,,,,,,,
1654,194500.0,,,Stockdale & Leggo,732500.0,761437.5,858375.0,1750000.0,Glenroy,,,608700.0,905000.0,219000.0,452900.0,570000.0,
1655,220000.0,,,Nelson Alexander,690000.0,834111.1111111111,820000.0,,Glenroy,,506300.0,580000.0,699000.0,,,,
1656,,,,Harcourts,,,,,Glenroy,,,,,,,,
1657,,,,Buxton,,,,,Glenroy,,,,,,,,
1658,,,,LJ Hooker,,,,,Glenroy,,,,,,,,
1659,,,,Jellis Craig,,,,,Glenroy,,,,,,,,
1660,,,,Biggin & Scott,525000.0,680000.0,,,Glenroy,,,,,,,,
1661,,,,OBrien Real Estate,,,,,Glenroy,,,,,,,,
1662,,,,Fletchers,,,,,Glenroy,,,,,,,,
1663,,,,Eview Group,570000.0,721111.0,793833.3333333334,1120000.0,Glenroy,350000.0,556602.2727272727,633762.8571428572,,,486400.0,576261.1111111111,858000.0
1664,287000.0,,,Raine & Horne,,615000.0,,,Glenroy,,529000.0,,,,,,
1665,,,,Woodards,,,,,Glenroy,,,,,,,,
1666,,,,McGrath,,,,,Glenroy,,,,,,,,
1667,,,,Marshall White,,,,,Glenroy,,,,,,,,
